a,b,cat
-0.09848548450942361,7,Gamma
-0.42329831204415375,5,Beta
-0.07971821090639905,4,Beta
-1.6873344339580298,2,Alpha
-1.4471124724230873,5,Alpha
-1.3226996123544024,1,Alpha
-0.9972468276014818,9,Alpha
0.3997742267234366,8,Gamma
-0.9054790553600608,1,Gamma
-0.3781625540393897,7,Gamma
1.2992282977860654,1,Alpha
-0.35626397106142593,7,Alpha
0.7375155684670865,0,Alpha
-0.933617680009877,4,Beta
-0.20543755786763002,6,Beta
-0.9500220549105812,7,Beta
-0.3390330759005625,4,Alpha
0.8403081374573955,9,Gamma
-1.7273204231923487,7,Alpha
0.43442364354585733,2,Alpha
0.2377356023322779,6,Gamma
-0.5941499556967944,7,Gamma
-1.4460578543884546,3,Alpha
0.07212950771386951,7,Beta
-0.5294927090638024,8,Gamma
0.23267621135470395,8,Gamma
0.02185214552344288,7,Gamma
1.6017788913209154,6,Beta
-0.23935562747302427,2,Beta
-1.023497492621865,7,Gamma
0.17927563495631615,3,Alpha
0.21999668397176517,5,Alpha
1.3591875752404365,3,Beta
0.8351112459145785,3,Gamma
0.35687105914950934,1,Alpha
1.4633028912195618,9,Beta
-1.188763054322851,1,Beta
-0.6397515327497477,0,Beta
-0.9265759414055249,9,Gamma
-0.38980980315576796,5,Alpha
-1.3766861475563088,4,Gamma
0.6351509468144043,7,Beta
-0.22222269709877338,3,Gamma
-1.4708062945026579,1,Beta
-1.0155790812075416,7,Alpha
0.3135138474501953,1,Gamma
0.8381265678943811,5,Gamma
1.9967308916917865,9,Alpha
2.9138624660073296,9,Gamma
0.4144094332759964,3,Gamma
-0.9895381200318641,7,Beta
-2.132046280731309,6,Gamma
0.2677114623438358,4,Beta
-0.812941095310326,1,Beta
-0.41535726017968533,3,Alpha
-0.6120967990598081,6,Gamma
-0.14079088641638526,9,Alpha
1.0659802307876436,0,Gamma
0.15704856744534462,7,Beta
-0.1586348370386883,8,Beta
-1.0356537528258116,9,Alpha
-1.674682944704357,4,Gamma
-0.4863079090733309,1,Alpha
-0.05378255081832049,2,Beta
1.767929913579883,8,Gamma
0.13027452147288585,8,Gamma
0.9827395110230576,6,Gamma
-0.49929559853915206,1,Gamma
-1.1849437664170246,1,Beta
-0.9651167622323719,4,Alpha
-0.7252260645357532,5,Gamma
2.1284697324351645,0,Gamma
-0.8213866792243861,6,Gamma
0.838489203736345,5,Beta
-0.9029271780870264,0,Alpha
0.9315730128742441,0,Beta
0.38495096610586316,4,Beta
-0.1566378976580904,7,Gamma
-0.040762526135434025,8,Beta
-0.6547876954293904,4,Alpha
0.44607220148208054,2,Alpha
-0.45498348034078,9,Gamma
-1.2256057637672482,4,Gamma
-1.2779375743196193,3,Alpha
0.17258791772211948,4,Beta
1.579091256410435,0,Beta
0.15999161357343825,3,Beta
-0.11863832610988256,5,Gamma
0.2858261396025429,9,Alpha
1.3060017417068248,7,Alpha
0.21938250136385634,7,Alpha
-0.41092723083373717,5,Alpha
1.1062887100598888,1,Gamma
0.4287564384616135,3,Gamma
1.535755991995992,9,Alpha
0.18323443722190613,0,Beta
-1.2244690317205003,8,Alpha
-1.368159199245665,6,Alpha
1.6509279322312496,2,Alpha
1.723665720783297,7,Alpha
-0.17951921328260065,8,Beta
-0.38318732113598775,0,Gamma
1.4614442922422022,1,Beta
-1.107045682043488,6,Gamma
-0.8947270189558264,9,Beta
0.6433267946890444,0,Alpha
-0.3946051228595896,6,Alpha
-0.005121866720071296,1,Alpha
-0.16344289852451258,6,Alpha
0.33757454879893356,6,Gamma
1.4074818613137168,0,Gamma
0.09058490690174555,6,Gamma
0.6439387932768579,8,Beta
-2.0501721010310225,8,Beta
-0.04871840193011795,0,Beta
-0.8432302702928711,2,Beta
-1.218813060423628,2,Gamma
-0.8781523669287508,4,Gamma
-0.33412344070081207,1,Gamma
0.9159025423560131,8,Beta
-1.326392717739564,7,Alpha
0.030631492594417446,8,Gamma
-0.4841694333335785,1,Beta
-0.32767309436196085,0,Gamma
1.0027578253046041,9,Beta
0.5381154370039261,2,Gamma
1.3373981074427437,6,Beta
-0.15450567924990047,9,Gamma
-0.695942611670703,0,Gamma
-0.22385881688049952,0,Alpha
0.2424967912712216,0,Beta
0.17657335845371103,1,Beta
-1.0843880722333665,0,Gamma
0.09048978162787422,8,Gamma
0.22822833013890514,6,Gamma
2.5174740375339204,9,Beta
1.8768446112816701,8,Beta
-0.8532433505588201,9,Beta
-0.2873833615491761,2,Gamma
-1.4634420018370031,2,Alpha
-0.5907070139634865,8,Beta
0.3156050035903405,2,Alpha
1.2058536208882336,0,Gamma
-0.7290838377436085,6,Beta
-0.6541464400677965,8,Beta
-2.147289029738655,9,Beta
-0.16266592054490767,9,Beta
-1.062414411859563,1,Gamma
-0.5294394273660737,7,Beta
-0.8768607781675882,8,Beta
-0.09426255425255699,6,Alpha
-1.7577283913566313,8,Alpha
-1.4670452453909906,8,Beta
2.129247112028298,4,Gamma
-1.287422581274031,0,Gamma
-1.0967855784546396,4,Beta
1.836913528321314,2,Beta
2.905067169240407,1,Beta
-1.1715666288253417,1,Alpha
-0.36824895678803055,6,Alpha
0.34155555094050954,5,Beta
1.7286976444055924,5,Alpha
-0.9868570784282374,7,Alpha
-0.24527784594210975,5,Alpha
0.777337576061744,6,Alpha
0.43476607446661863,0,Beta
-0.37615607123009925,8,Gamma
-0.13382296451604114,4,Gamma
-1.3748958083699818,1,Beta
-0.23817374397466523,8,Beta
-0.2663874900089551,7,Alpha
0.23216988962625595,0,Alpha
-0.555327218819016,1,Beta
0.471538522545139,0,Beta
1.0127158178198286,2,Alpha
0.15542932766846604,0,Beta
0.35175640839920347,7,Alpha
0.053155347577867364,5,Alpha
8.439309141418043e-05,9,Gamma
-0.7215580335428474,7,Beta
0.316494261673308,6,Beta
-0.09728659841348947,5,Gamma
2.093168308930595,0,Gamma
1.5733549024752425,0,Gamma
0.3858465525565008,6,Beta
-0.7630572096947675,0,Gamma
-1.112411471983418,0,Beta
1.191142953088865,2,Gamma
0.2627492251471385,8,Gamma
0.4801434033916108,4,Beta
-1.7445859869741926,7,Gamma
0.9274384815581808,4,Beta
0.45442033821436295,1,Gamma
-1.110430684414478,3,Alpha
-0.47152480744994896,0,Gamma
0.2637172043565196,7,Beta
0.05246679835624363,1,Gamma
-0.292171185803555,3,Beta
-0.10348826806596086,9,Gamma
-0.25197737820688537,5,Alpha
0.15256251210246857,4,Alpha
1.471491972993157,5,Beta
-2.5666584409312976,7,Gamma
-0.23685026450968424,2,Gamma
0.17651242137244696,6,Beta
0.2959939896870995,8,Beta
-0.37191458132128985,5,Beta
-1.7567217824785826,4,Gamma
0.32799548371410964,1,Beta
