a,b,cat
0.4460722014820805,2,Alpha
-0.45498348034078,9,Gamma
-1.2256057637672482,4,Gamma
-1.2779375743196193,3,Alpha
0.1725879177221194,4,Beta
1.579091256410435,0,Beta
0.1599916135734382,3,Beta
-0.1186383261098825,5,Gamma
0.2858261396025429,9,Alpha
1.3060017417068248,7,Alpha
0.2193825013638563,7,Alpha
-0.4109272308337371,5,Alpha
1.1062887100598888,1,Gamma
0.4287564384616135,3,Gamma
1.535755991995992,9,Alpha
0.1832344372219061,0,Beta
-1.2244690317205005,8,Alpha
-1.368159199245665,6,Alpha
1.6509279322312496,2,Alpha
1.723665720783297,7,Alpha
-0.1795192132826006,8,Beta
-0.3831873211359877,0,Gamma
1.4614442922422022,1,Beta
-1.107045682043488,6,Gamma
-0.8947270189558264,9,Beta
0.6433267946890444,0,Alpha
-0.3946051228595896,6,Alpha
-0.0051218667200712,1,Alpha
-0.1634428985245125,6,Alpha
0.3375745487989335,6,Gamma
1.4074818613137168,0,Gamma
0.0905849069017455,6,Gamma
0.6439387932768579,8,Beta
-2.0501721010310225,8,Beta
-0.0487184019301179,0,Beta
-0.8432302702928711,2,Beta
-1.218813060423628,2,Gamma
-0.8781523669287508,4,Gamma
-0.334123440700812,1,Gamma
0.9159025423560132,8,Beta
-1.326392717739564,7,Alpha
0.0306314925944174,8,Gamma
-0.4841694333335785,1,Beta
-0.3276730943619608,0,Gamma
1.002757825304604,9,Beta
0.5381154370039261,2,Gamma
1.3373981074427437,6,Beta
-0.1545056792499004,9,Gamma
-0.695942611670703,0,Gamma
-0.2238588168804995,0,Alpha
0.2424967912712216,0,Beta
0.176573358453711,1,Beta
-1.0843880722333663,0,Gamma
0.0904897816278742,8,Gamma
0.2282283301389051,6,Gamma
2.5174740375339204,9,Beta
1.87684461128167,8,Beta
-0.8532433505588201,9,Beta
-0.2873833615491761,2,Gamma
-1.4634420018370031,2,Alpha
-0.5907070139634865,8,Beta
0.3156050035903405,2,Alpha
1.2058536208882336,0,Gamma
-0.7290838377436085,6,Beta
-0.6541464400677965,8,Beta
-2.147289029738655,9,Beta
-0.1626659205449076,9,Beta
-1.062414411859563,1,Gamma
-0.5294394273660737,7,Beta
-0.8768607781675882,8,Beta
-0.0942625542525569,6,Alpha
-1.7577283913566313,8,Alpha
-1.4670452453909906,8,Beta
2.129247112028298,4,Gamma
-1.287422581274031,0,Gamma
-1.0967855784546396,4,Beta
1.836913528321314,2,Beta
2.905067169240407,1,Beta
-1.1715666288253417,1,Alpha
-0.3682489567880305,6,Alpha
0.3415555509405095,5,Beta
1.7286976444055924,5,Alpha
-0.9868570784282374,7,Alpha
-0.2452778459421097,5,Alpha
0.777337576061744,6,Alpha
0.4347660744666186,0,Beta
-0.3761560712300992,8,Gamma
-0.1338229645160411,4,Gamma
-1.3748958083699818,1,Beta
-0.2381737439746652,8,Beta
-0.2663874900089551,7,Alpha
0.2321698896262559,0,Alpha
-0.555327218819016,1,Beta
0.471538522545139,0,Beta
1.0127158178198286,2,Alpha
0.155429327668466,0,Beta
0.3517564083992034,7,Alpha
0.0531553475778673,5,Alpha
8.439309141418043e-05,9,Gamma
-0.7215580335428474,7,Beta
0.316494261673308,6,Beta
-0.0972865984134894,5,Gamma
2.093168308930595,0,Gamma
1.5733549024752425,0,Gamma
0.3858465525565008,6,Beta
-0.7630572096947675,0,Gamma
-1.112411471983418,0,Beta
1.191142953088865,2,Gamma
0.2627492251471385,8,Gamma
0.4801434033916108,4,Beta
-1.7445859869741926,7,Gamma
0.9274384815581808,4,Beta
0.4544203382143629,1,Gamma
-1.110430684414478,3,Alpha
-0.4715248074499489,0,Gamma
0.2637172043565196,7,Beta
0.0524667983562436,1,Gamma
-0.292171185803555,3,Beta
-0.1034882680659608,9,Gamma
-0.2519773782068853,5,Alpha
0.1525625121024685,4,Alpha
1.471491972993157,5,Beta
-2.5666584409312976,7,Gamma
-0.2368502645096842,2,Gamma
0.1765124213724469,6,Beta
0.2959939896870995,8,Beta
-0.3719145813212898,5,Beta
-1.7567217824785826,4,Gamma
0.3279954837141096,1,Beta
